Tags,Sub Tags,True or not?,paper link,data_source,text,text_len
Conspiracy,"9/11, Political",Dont Know,https://onlinelibrary.wiley.com/doi/10.1002/acp.1583,CT papers,Reports that some of the 9/11 plane hijackers are still alive prove that others were responsible for the attacks.,112
Conspiracy,"9/11, Political",Dont Know,https://onlinelibrary.wiley.com/doi/10.1002/acp.1583,CT papers,The fact that the US government is withholding information about the 9/11 attacks is evidence of a cover-up.,107
Conspiracy,"9/11, Political",Dont Know,https://onlinelibrary.wiley.com/doi/10.1002/acp.1583,CT papers,Officials investigating the 9/11 attacks have sought to suppress the emergence of evidence that might contradict the ‘official account’.,135
Conspiracy,"9/11, Company / Pharmacy / Organization, Political",Dont Know,https://onlinelibrary.wiley.com/doi/10.1002/acp.1583,CT papers,"Because they had foreknowledge of the attacks, a number of individuals and/or companies were able to make a profit by selling shares in trades likely to be affected the attacks (e.g. airline companies).",201
Conspiracy,"9/11, Political",Dont Know,https://onlinelibrary.wiley.com/doi/10.1002/acp.1583,CT papers,The US government allowed the 9/11 attacks to take place so that it would have an excuse to achieve foreign (e.g. wars in Afghanistan and Iraq) and domestic (e.g. attacks on civil liberties) goals that had been determined prior to the attacks.,242
Conspiracy,"9/11, Political",Dont Know,https://onlinelibrary.wiley.com/doi/10.1002/acp.1583,CT papers,The fact that neither George W. Bush nor his security personnel responded to the 9/11 attacks in a manner that indicated the President might be in danger is proof that they had privileged access to the planning and execution of the attacks.,239
Conspiracy,Political,Dont Know,https://pubmed.ncbi.nlm.nih.gov/18512419/,CT papers,One or more rogue ‘cells’ in the British Secret Service constructed and carried out a plot to kill Diana.,105
Conspiracy,Political,Dont Know,https://pubmed.ncbi.nlm.nih.gov/18512419/,CT papers,"There was an official campaign by MI6 to assassinate Diana, sanctioned by elements of the establishment.",104
Conspiracy,Political,Dont Know,https://pubmed.ncbi.nlm.nih.gov/18512419/,CT papers,Diana faked her own death so she and Dodi could retreat into isolation.,71
Conspiracy,Political,Dont Know,https://pubmed.ncbi.nlm.nih.gov/18512419/,CT papers,Diana had to be killed because the British government could not accept that the mother of the future king was involved with a Muslim Arab.,138
Conspiracy,Political,Dont Know,https://explore.bps.org.uk/content/bpsspr/9/2/18,CT papers,The European Union is trying to take control of the United Kingdom.,66
Conspiracy,"Political, Science",Dont Know,https://explore.bps.org.uk/content/bpsspr/9/2/18,CT papers,The government covers up the existence of toxins in the food supply.,67
Controversy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,Nobody is conspiring to overthrow the traditional authorities.,61
Controversy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,Governments routinely do things in secret without telling us.,60
Controversy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,"As a general rule, governments and other groups, do NOT have secret plans.",73
Controversy,Company / Pharmacy / Organization,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,Throughout history people have secretly planned to get their own way.,68
Controversy,Others,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,"While conspiracies DO happen, they’re not as common as people think.",67
Controversy,Others,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,There is historical evidence that conspiracies do occur.,55
Controversy,Others,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,A lot of the things that people call conspiracies are just coincidence.,70
Controversy,Others,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,"No doubt, there are people out there secretly planning to change the social order.",81
Controversy,Others,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,"Sometimes, things just happen without anyone being behind them.",62
Conspiracy,Company / Pharmacy / Organization,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,The global elite hold regular secret meetings in a top-secret location to determine the course of world politics.,113
Conspiracy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,"Lee Harvey Oswald did not act alone in the assassination of President John F. Kennedy – FBI, CIA or the Mafia likely played a role.",131
Conspiracy,Company / Pharmacy / Organization,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,Computer companies deliberately release programs with errors in order to sell future upgrades.,93
Conspiracy,Company / Pharmacy / Organization,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,Cures for cancer have been identified; however drug companies have suppressed these.,84
Conspiracy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,The war in Iraq has less to do with promoting democracy than it does with controlling oil production in the East.,113
Conspiracy,Company / Pharmacy / Organization,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,Pharmaceutical companies and various government agencies conspire to maintain profits by ensuring that the general public uses only conventional medicine.,154
Conspiracy,Company / Pharmacy / Organization,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,Car manufacturers and oil producers collude to suppress the development of environmentally friendly alternatives to the internal-combustion engine.,147
Conspiracy,Regional,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,Asian countries are deliberately conspiring to destroy the Western economy.,74
Conspiracy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,The CIA was involved in the assassination of Martin Luther King.,63
Conspiracy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,The police are deliberately allowing drugs into poorer communities.,66
Conspiracy,"Political, Science",Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,A UFO crashed in New Mexico in 1947 and technology and alien bodies were recovered. The US military has been trying to cover this up ever since.,144
Conspiracy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,"United States President Barack Obama’s birth certificate, stating that he was born in Hawaii, is a forgery.",107
Conspiracy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,The mass suicide of Jonestown was actually a CIA-backed exercise in mind control and brainwashing.,98
Conspiracy,Company / Pharmacy / Organization,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,Drug companies conspire to keep people sick to reap profits.,59
Conspiracy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,The United States uses a secret military base known as Area 51 to investigate aliens.,84
Conspiracy,Company / Pharmacy / Organization,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,Scientologists control Hollywood.,33
Conspiracy,Company / Pharmacy / Organization,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,"There have been many forms of free energy around for decades, but the corporations that rule oil and gas are snuffing them out.",127
Conspiracy,Company / Pharmacy / Organization,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,"Social networking sites, such as Facebook and Twitter, have been created or financed by governments in order to spy on users.",125
Conspiracy,Company / Pharmacy / Organization,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,"In spite of evidence that fluoride is extremely toxic, authorities continue to add fluoride to our water supplies, because to do otherwise would be to admit liability.",167
Conspiracy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,There is a deliberate government conspiracy to suppress the rights and prospects of Māori in New Zealand.,105
Conspiracy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,The New Zealand government has covered up evidence that genetically modified crops have contaminated our agricultural system.,125
Conspiracy,History,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,The Holocaust has been grossly exaggerated.,42
Conspiracy,Science,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,The bird flu virus in East Asia was a manmade virus designed to disrupt the economy of the region.,98
Conspiracy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,The CIA and the US Department of Defence spent millions of dollars on developing a psychic surveillance program.,112
Conspiracy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,"There is a deliberate plan to advantage Māori, and other minorities, at the expense of mainstream New Zealanders.",113
Conspiracy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,Somebody or something is injuring or killing cattle around the world with surgical precision and world governments are trying to cover this up.,143
Conspiracy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,Worldwide governments and the military have been spraying mysterious substances into the atmosphere under the cover of normal aircraft contrails.,145
Conspiracy,Others,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,Elvis Presley is still alive.,28
Conspiracy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,Barcodes on everyday products are used by the government to track and spy on its citizens.,90
Conspiracy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,U.S. and Indian militaries deliberately caused the Indian Ocean tsunamis with electromagnetic pulse technology.,111
Conspiracy,Religion,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,There is a Jewish plot for worldwide domination.,47
Conspiracy,"Company / Pharmacy / Organization, Religion",Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,Microsoft sends antisemitic messages through the Wingdings font.,63
Conspiracy,Company / Pharmacy / Organization,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,Pharmaceutical companies are in league with some medical practitioners to invent new diseases.,94
Conspiracy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,The New Zealand government uses any means possible to spy on its citizens.,73
Conspiracy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,The Bali bombing was carried out by the CIA in order to encourage support for the Iraq war.,91
Conspiracy,Racial,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,The All Blacks were deliberately poisoned before the 1995 rugby world cup final.,79
Conspiracy,Religion,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,Many of the major events in recent world history have been caused by a Jewish conspiracy.,89
Conspiracy,Company / Pharmacy / Organization,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,Big business has deliberately suppressed evidence that Aspartame (a chemical sweetener) is an extremely potent poison.,118
Conspiracy,Political,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,At least some of the apparent killings of kidnapped Westerners in Iraq were faked by the American military.,107
Conspiracy,"Gender / Sexual Orientation, Racial",Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,The HIV virus has been deliberately spread amongst groups such as homosexuals and African Americans.,100
Conspiracy,Racial,Dont Know,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers,Illicit drugs such as heroin are deliberately spread through ethnic minority communities.,89
Conspiracy,Political,FALSE,https://e-space.mmu.ac.uk/619337/1/dJPSp2012Drinkwater_1.pdf,CT papers,Marilyn Monroe’s death was part of a communist conspiracy.,57
Conspiracy,Political,FALSE,https://e-space.mmu.ac.uk/619337/1/dJPSp2012Drinkwater_1.pdf,CT papers,"Marilyn Monroe and Robert F. Kennedy had an affair and she was killed by either the FBI or the CIA, who wished to use the murder as a ""point of pressure” against the Kennedys.",174
Conspiracy,Political,FALSE,https://e-space.mmu.ac.uk/619337/1/dJPSp2012Drinkwater_1.pdf,CT papers,Monroe had been murdered by Hoffa and mob boss Sam Giancana.,59
Conspiracy,Political,FALSE,https://e-space.mmu.ac.uk/619337/1/dJPSp2012Drinkwater_1.pdf,CT papers,"Hitler and Braun did not commit suicide, but actually escaped to Argentina.",75
Conspiracy,Religion,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Jews working in high-power jobs in the media spreading propaganda to gain support for Israel.,92
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Advertisers flash subliminal images in television advertisements.,64
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Supermarkets use undetectable gasses (smells) in shops to change a person’s mood to encourage sales.,99
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Advertisers target specific audiences through their choice of timing of advertisements in programs.,98
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,"Shops trick you with pricing: i.e., putting up prices for a few minutes, then down claiming big discounts.",105
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Junk mailers use “sneaky tactics” to get people to open the envelope.,68
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Advertisers disguise their ads in envelopes appearing to be official government documents.,89
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Alcohol and tobacco companies sponsor various events to appeal to particular groups.,83
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Drug companies falsify their data on the effectiveness of their drugs.,69
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Drug companies bribe doctors with presents and conferences to prescribe their drugs.,83
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Tobacco companies actually approve of cigarette smuggling.,57
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Tobacco companies try to get around the advertising laws in every country.,73
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,"Various companies (mining, tobacco, drug) bribe politicians in any country they can to get laws passed to protect them.",118
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Drug companies torture millions of animals in trials.,52
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Companies sell medically prescribed drugs which they know are addictive.,71
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Oil Companies deliberately suppress better car technology that uses less fuel.,77
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Oil companies encourage politicians to invade countries to take their oil.,73
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Manufacturers use copy-cat product packing to trick shoppers into buying more.,77
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Light bulb companies prevent technological advances into producing longer-lasting light bulbs.,93
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Governments ban certain third world product not because they are unsafe but because they complete too well.,106
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Government guidelines set poor diet guidelines so that the medical industry generates drug and treatment revenue inunhealthy patients.,133
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Oil companies intentionally ignore oil reserves to create the illusion of scarcity that keeps prices high.,105
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,"Manufacturers add Illegal additives to foods (i.e., some brand of crisps) to make them addictive.",96
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Drug companies call normal behaviour a disorder so they can invent drugs to cure it.,83
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Food companies are dishonest about genetically modified food.,60
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Banks manipulate inflation and other figures to make more profit.,64
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Lawyers lie on behalf of their clients.,38
Controversy,Company / Pharmacy / Organization,Dont Know,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,Shops fake “sell-by” dates to make more profit.,46
Controversy,"Gender / Sexual Orientation, Medicine, Science",Plausible,https://en.wikipedia.org/wiki/Abortion,WP,An embryo or fetus is a person with a right to life and so is equal to murder.,77
Controversy,"Gender / Sexual Orientation, Medicine, Science",Plausible,https://en.wikipedia.org/wiki/Abortion,WP,Abortion is part of a woman's right to make decisions about her own body.,72
Stereotype,Gender / Sexual Orientation,FALSE,https://en.wikipedia.org/wiki/Men%27s_rights_movement,WP,"Men's rights movement is misogynistic, hateful, and, in some cases, as advocate violence against women.",102
Stereotype,Gender / Sexual Orientation,TRUE,https://en.wikipedia.org/wiki/Men%27s_rights_movement,WP,Some men's rights groups are part of a hate ideology under the umbrella of male supremacy while others focus on legitimate grievances.,133
Stereotype,Religion,Plausible,https://en.wikipedia.org/wiki/Muslim_Brotherhood,WP,The Society of the Muslim Brothers is a terrorist organization.,62
Stereotype,Regional,FALSE,https://en.wikipedia.org/wiki/Anti-Irish_sentiment,WP,Ireland is rich but the Irish are backward and lazy.,51
Stereotype,Regional,FALSE,https://en.wikipedia.org/wiki/Anti-Irish_sentiment,WP,"The Irish are uncivilized, superstitious, and reckless.",55
Stereotype,Regional,FALSE,https://en.wikipedia.org/wiki/Anti-Irish_sentiment,WP,"Ireland is synonymous with child molestation, Nazi-sympathising, and the oppression of women.",92
Stereotype,Regional,Dont Know,https://en.wikipedia.org/wiki/Anti-Americanism,WP,the U.S. supports corrupt and brutal governments and opposes political and economic development to protect its interest in Near East oil.,136
Stereotype,Racial,Plausible,https://en.wikipedia.org/wiki/Black_Lives_Matter,WP,"Support for Black lives matter movement is decreasing among Whites, Hispanics, and even among African Americans.",111
Stereotype,Racial,Plausible,https://en.wikipedia.org/wiki/Black_Lives_Matter,WP,The United States federal government  deliberately targeted Black Lives Matter protesters in an attempt to disrupt and discourage the Black Lives Matter movement during the summer of 2020.,187
Stereotype,Racial,Plausible,https://en.wikipedia.org/wiki/Black_Lives_Matter,WP,"The empirical data and findings in this report largely corroborate what Black organizers have long known intellectually, intuitively, and from lived experience about the federal government's disparate policing and prosecution of racial justice protests and related activity.",273
Stereotype,Racial,Plausible,https://en.wikipedia.org/wiki/Black_Lives_Matter,WP,The All Lives Matter movement dismisses the message of Black Lives Matter.,73
Stereotype,Racial,Plausible,https://en.wikipedia.org/wiki/Black_Lives_Matter,WP,Blue Lives Matter movement is more about suppressing minorities than supporting law enforcement.,96
Stereotype,Others,TRUE,https://en.wikipedia.org/wiki/Redlining,WP,"Redlining is a deliberate discriminatory practice in which services are withheld from potential customers who reside in racial and ethnic minorities, and low-income neighborhoods. This includes denial of credit and insurance, denial of healthcare and the development of food deserts.",283
Stereotype,"Racial, Religion",FALSE,https://en.wikipedia.org/wiki/Black_supremacy,WP,Muslims believe in Black Supremacy and the destruction of white governments.,76
Conspiracy,Political,,https://en.wikipedia.org/wiki/North_Korea_and_weapons_of_mass_destruction,WP,North Korea received Soviet and Chinese aid in developing its chemical industry.,79
Conspiracy,Political,Plausible,https://en.wikipedia.org/wiki/North_Korea_and_weapons_of_mass_destruction,WP,"Prime minister Benazir Bhutto  of Pakistan, through Pakistan's former top scientist, Abdul Qadeer Khan , supplied key data, stored on CDs, on uranium enrichment and information to North Korea in exchange for missile technology.",226
Conspiracy,Political,Plausible,https://en.wikipedia.org/wiki/North_Korea_and_weapons_of_mass_destruction,WP,"Pakistan Government forced Abdul Qadeer Khan to be a ""scapegoat” in the Pakistan - North Korea relationship of weapons exchange.",127
Conspiracy,Political,Plausible,https://en.wikipedia.org/wiki/The_Golden_Chain,WP,"The Golden Chain is a list of sponsors of Al-Qaeda. The list included twenty-five names, twenty of them very wealthy Saudis and Gulf States financial sponsors including bankers, businessmen, and former ministers.",212
Conspiracy,Political,Dont Know,https://en.wikipedia.org/wiki/The_Golden_Chain,WP,The Golden Chain is actually a list of suspected foreign government sponsors of the 9/11 terrorist attacks.,107
Conspiracy,Religion,FALSE,https://en.wikipedia.org/wiki/The_Golden_Chain,WP,"The Golden Chain is an expression used to refer to the spiritual lineage of the Prophet Muhammad's Companions, the earliest followers of Islam.",143
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/The_Golden_Chain,WP,"The Golden Chain is a list of sponsors of the US government, created by the US Department of Homeland Security in 2018. It contains the names of those entities and individuals who have made significant financial contributions to the US government in the form of grants, contracts, and other initiatives.",303
Controversy,Others,Plausible,https://en.wikipedia.org/wiki/Capital_punishment#Controversy_and_debate,WP,Death penalty is inhumane and irreversibility. It discriminates against minorities and the poor and encourages a culture of violence.,132
Controversy,Others,Plausible,https://en.wikipedia.org/wiki/Capital_punishment#Controversy_and_debate,WP,capital punishment is the worst violation of human rights.,57
Controversy,Others,Plausible,https://en.wikipedia.org/wiki/Capital_punishment#Controversy_and_debate,WP,"Every murderer deserves to die on the grounds that loss of life is incomparable to any penalty that allows them to remain alive, including life imprisonment.",156
Controversy,Others,Plausible,https://en.wikipedia.org/wiki/Capital_punishment#Controversy_and_debate,WP,Death penalty is simply revenge and cannot be condoned.,54
Controversy,Others,FALSE,https://en.wikipedia.org/wiki/Patriotism,WP,Patriotism is simply a euphorism for collective narcism.,55
Controversy,Political,Plausible,https://en.wikipedia.org/wiki/Patriotic_hacking,WP,"Government of India showed support to cyber attacks by Indian hackers who took down thousands of pakistani websites, including government websites.",147
Controversy,Political,Plausible,https://en.wikipedia.org/wiki/Patriot_movement,WP,Patriot movement groups focus on anti-government conspiracy theories.,68
Controversy,Political,FALSE,https://en.wikipedia.org/wiki/Patriot_movement,WP,"The patriot movement in the US is a movement to support the government, authorities, and building trust in law enforcement.",122
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/QAnon,WP,"A cabal of Satanic, cannibalistic sexual abusers of children operating a global child sex trafficking ring conspired against former U.S. President Donald Trump during his term in office.",185
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/QAnon,WP,"the Trump administration secretly fought the cabal of pedophiles, and conducted mass arrests and executions of thousands of cabal members on a day known as ""the Storm"" or ""the Event”.",182
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/QAnon,WP,QAnon revealed the truth about Barak Obama and showed the world how Trump was really saving the world.,101
Conspiracy,"9/11, Political",FALSE,https://en.wikipedia.org/wiki/QAnon,WP,Princess Diana was murdered after trying to stop the September 11 attacks.,74
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/Pizzagate_conspiracy_theory,WP,Hillary Clinton participated in the ritual murder of a child.,60
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/Pizzagate_conspiracy_theory,WP,John Podesta’s leaked emails contained coded messages that connected several high-ranking Democratic Party officials and U.S. restaurants with a human trafficking and child sex ring.,182
Conspiracy,Company / Pharmacy / Organization,FALSE,https://en.wikipedia.org/wiki/Rothschild_family#Conspiracy_theories,WP,Once the Rothschild family controled the world's wealth and financial institutions.,82
Conspiracy,Company / Pharmacy / Organization,FALSE,https://en.wikipedia.org/wiki/Rothschild_family#Conspiracy_theories,WP,The Rothschild family had enough power to encouraged or discouraged wars between governments.,92
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/Oklahoma_City_bombing_conspiracy_theories,WP,"government employees and officials, including US President Bill Clinton, knew of the impending Oklahoma City bombing and intentionally failed to act on that knowledge.",166
Conspiracy,Political,Dont Know,https://en.wikipedia.org/wiki/Chinese_intelligence_activity_abroad,WP,"The Government of China is engaged in espionage overseas, directed through diverse methods including cyber espionage to gain access to sensitive information remotely, signals intelligence, human intelligence as well as the exertion of political influence.",255
Stereotype,Gender / Sexual Orientation,FALSE,https://en.wikipedia.org/wiki/Feminism#Pro-feminism,WP,social acceptance of divorce and non-married women is wrong and harmful.,71
Stereotype,Gender / Sexual Orientation,FALSE,https://en.wikipedia.org/wiki/Feminism#Pro-feminism,WP,"women should not be in the workforce, political office, and the voting process. There should be more male authority in families and countries.",141
Controversy,Gender / Sexual Orientation,Dont Know,https://en.wikipedia.org/wiki/LGBT_movements#Public_opinion,WP,all sexual relationships with people other than an opposite-sex spouse undermines the traditional family and children should be reared in homes with both a father and a mother.,175
Controversy,"History, Religion",FALSE,https://en.wikipedia.org/wiki/Genocide_denial#By_individuals_and_non-government_organisations,WP,Only a few hundred thousand Jews were murdered in the Holocaust and the Jews brought this on by their own behaviour.,115
Controversy,History,FALSE,https://en.wikipedia.org/wiki/Genocide_denial#By_individuals_and_non-government_organisations,WP,1971 Bangladesh did not genocide take place under Pakistan's rule of Bangladesh (East Pakistan) during the Bangladesh Liberation War of 1971. It was a ruse spread to defame the Pakistani Government.,198
Controversy,Others,Dont Know,https://en.wikipedia.org/wiki/Gun_politics_in_the_United_States#Gun_violence_debate,WP,A well-armed civilian prevents crime. Making civilian ownership of firearms illegal would increase the crime rate by making civilians vulnerable to criminal activity.,166
Controversy,Others,Dont Know,https://en.wikipedia.org/wiki/Gun_politics_in_the_United_States#Gun_violence_debate,WP,Restrictions on gun ownership gives rise to violence.,52
Controversy,Others,Dont Know,https://en.wikipedia.org/wiki/Gun_politics_in_the_United_States#Gun_violence_debate,WP,Increased gun ownership leads to higher levels of crime.,55
Fact,Others,Plausible,https://en.wikipedia.org/wiki/Gentrification#Crime,WP,gentrification leads to a reduction in crime in gentrifying neighborhoods.,74
Fact,History,TRUE,https://en.wikipedia.org/wiki/Conspiracy_theories_about_Adolf_Hitler%27s_death,WP,Adolf Hitler had committed suicide.,34
Conspiracy,History,FALSE,https://en.wikipedia.org/wiki/Conspiracy_theories_about_Adolf_Hitler%27s_death,WP,A skull in the Soviet archives long claimed to be Hitler's actually belonged to a woman has helped fuel conspiracy theories.,124
Controversy,"History, Science",Plausible,https://en.wikipedia.org/wiki/Italian_Americans#Discrimination_and_stereotyping,WP,Antonio Meucci actually invented telephone.,42
Controversy,"History, Science",Plausible,https://en.wikipedia.org/wiki/Italian_Americans#Discrimination_and_stereotyping,WP,Alexander Graham Bell is the real inventor of telephone.,55
Stereotype,Regional,FALSE,https://en.wikipedia.org/wiki/Italian_Americans#Discrimination_and_stereotyping,WP,Italian neighborhoods in America are often violent and controlled by criminal networks.,87
Fact,Regional,FALSE,https://en.wikipedia.org/wiki/Kashmir#Current_status_and_political_divisions,WP,India owns the entire region of Jammu Kashmir.,45
Fact,Regional,FALSE,https://en.wikipedia.org/wiki/Kashmir#Current_status_and_political_divisions,WP,Pakistan owns the entire region of Jammu Kashmir.,48
Fact,Regional,TRUE,https://en.wikipedia.org/wiki/Xinjiang_internment_camps#cite_ref-312,WP,"The re-education facilities in Sinjiang, China are actually detention centres that captured millions of ethnic Uyghurs and other minorities in Xinjiang arbitrarily, where there have been deaths in custody, physical and psychological abuse and torture, as well as lack of access to medical care.",293
Fact,Regional,TRUE,https://en.wikipedia.org/wiki/Xinjiang_internment_camps#cite_ref-312,WP,There have been detention and forced labour of Muslim Uyghurs in China.,70
Stereotype,Racial,FALSE,https://en.wikipedia.org/wiki/Stereotypes_of_white_Americans,WP,"White people hate negroes, jews, and muslims. They are impulsive and think they are superior than everyone else.",112
